Time_Slot_EXT,P_IT_Total_kW,P_Grid_IT_kW,P_Chiller_HVAC_kW,P_Chiller_TES_kW,P_Grid_Cooling_kW,P_Grid_Other_kW,P_UPS_Charge_kW,P_UPS_Discharge_kW,E_UPS_kWh,T_IT_Celsius,T_Rack_Celsius,T_ColdAisle_Celsius,T_HotAisle_Celsius,E_TES_kWh,Q_Cool_Total_Watts,Q_Charge_TES_Watts,Q_Discharge_TES_Watts,P_IT_Nominal,Price_GBP_per_MWh,Optimized_Cost,Nominal_Cost
1,733.3440,733.3440,122.2240,0.0000,122.2240,73.3344,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,733344.0000,0.0000,0.0000,733.3440,60,1882.4612,1882.4612
2,733.3440,733.3440,122.2240,0.0000,122.2240,73.3344,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,733344.0000,0.0000,0.0000,733.3440,60,1882.4612,1882.4612
3,733.3440,733.3440,122.2240,0.0000,122.2240,73.3344,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,733344.0000,0.0000,0.0000,733.3440,60,1882.4612,1882.4612
4,708.3450,708.3450,118.0575,0.0000,118.0575,70.8345,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,708345.0000,0.0000,0.0000,708.3450,60,1882.4612,1882.4612
5,708.3450,708.3450,118.0575,0.0000,118.0575,70.8345,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,708345.0000,0.0000,0.0000,708.3450,60,1882.4612,1882.4612
6,708.3450,708.3450,118.0575,0.0000,118.0575,70.8345,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,708345.0000,0.0000,0.0000,708.3450,60,1882.4612,1882.4612
7,683.3460,683.3460,113.8910,0.0000,113.8910,68.3346,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,683346.0000,0.0000,0.0000,683.3460,60,1882.4612,1882.4612
8,683.3460,683.3460,113.8910,0.0000,113.8910,68.3346,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,683346.0000,0.0000,0.0000,683.3460,60,1882.4612,1882.4612
9,683.3460,683.3460,113.8910,0.0000,113.8910,68.3346,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,683346.0000,0.0000,0.0000,683.3460,60,1882.4612,1882.4612
10,658.3470,658.3470,109.7245,0.0000,109.7245,65.8347,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,658347.0000,0.0000,0.0000,658.3470,60,1882.4612,1882.4612
11,658.3470,658.3470,109.7245,0.0000,109.7245,65.8347,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,658347.0000,0.0000,0.0000,658.3470,60,1882.4612,1882.4612
12,658.3470,658.3470,109.7245,0.0000,109.7245,65.8347,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,658347.0000,0.0000,0.0000,658.3470,60,1882.4612,1882.4612
13,633.3480,633.3480,105.5580,0.0000,105.5580,63.3348,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,633348.0000,0.0000,0.0000,633.3480,55,1882.4612,1882.4612
14,633.3480,633.3480,105.5580,0.0000,105.5580,63.3348,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,633348.0000,0.0000,0.0000,633.3480,55,1882.4612,1882.4612
15,633.3480,633.3480,105.5580,0.0000,105.5580,63.3348,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,633348.0000,0.0000,0.0000,633.3480,55,1882.4612,1882.4612
16,625.0150,625.0150,104.1692,0.0000,104.1692,62.5015,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,625015.0000,0.0000,0.0000,625.0150,55,1882.4612,1882.4612
17,625.0150,625.0150,104.1692,0.0000,104.1692,62.5015,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,625015.0000,0.0000,0.0000,625.0150,55,1882.4612,1882.4612
18,625.0150,625.0150,104.1692,0.0000,104.1692,62.5015,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,625015.0000,0.0000,0.0000,625.0150,55,1882.4612,1882.4612
19,608.3490,608.3490,101.3915,0.0000,101.3915,60.8349,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,608349.0000,0.0000,0.0000,608.3490,55,1882.4612,1882.4612
20,608.3490,608.3490,101.3915,0.0000,101.3915,60.8349,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,608349.0000,0.0000,0.0000,608.3490,55,1882.4612,1882.4612
21,608.3490,608.3490,101.3915,0.0000,101.3915,60.8349,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,608349.0000,0.0000,0.0000,608.3490,55,1882.4612,1882.4612
22,591.6830,591.6830,98.6138,0.0000,98.6138,59.1683,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,591683.0000,0.0000,0.0000,591.6830,55,1882.4612,1882.4612
23,591.6830,591.6830,98.6138,0.0000,98.6138,59.1683,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,591683.0000,0.0000,0.0000,591.6830,55,1882.4612,1882.4612
24,591.6830,591.6830,98.6138,0.0000,98.6138,59.1683,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,591683.0000,0.0000,0.0000,591.6830,55,1882.4612,1882.4612
25,583.3500,583.3500,97.2250,0.0000,97.2250,58.3350,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,583350.0000,0.0000,0.0000,583.3500,52,1882.4612,1882.4612
26,583.3500,583.3500,97.2250,0.0000,97.2250,58.3350,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,583350.0000,0.0000,0.0000,583.3500,52,1882.4612,1882.4612
27,583.3500,583.3500,97.2250,0.0000,97.2250,58.3350,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,583350.0000,0.0000,0.0000,583.3500,52,1882.4612,1882.4612
28,550.0180,550.0180,91.6697,0.0000,91.6697,55.0018,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,550018.0000,0.0000,0.0000,550.0180,52,1882.4612,1882.4612
29,550.0180,550.0180,91.6697,0.0000,91.6697,55.0018,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,550018.0000,0.0000,0.0000,550.0180,52,1882.4612,1882.4612
30,550.0180,550.0180,91.6697,0.0000,91.6697,55.0018,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,550018.0000,0.0000,0.0000,550.0180,52,1882.4612,1882.4612
31,533.3520,533.3520,88.8920,0.0000,88.8920,53.3352,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,533352.0000,0.0000,0.0000,533.3520,52,1882.4612,1882.4612
32,533.3520,533.3520,88.8920,0.0000,88.8920,53.3352,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,533352.0000,0.0000,0.0000,533.3520,52,1882.4612,1882.4612
33,533.3520,533.3520,88.8920,0.0000,88.8920,53.3352,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,533352.0000,0.0000,0.0000,533.3520,52,1882.4612,1882.4612
34,516.6860,516.6860,86.1143,0.0000,86.1143,51.6686,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,516686.0000,0.0000,0.0000,516.6860,52,1882.4612,1882.4612
35,516.6860,516.6860,86.1143,0.0000,86.1143,51.6686,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,516686.0000,0.0000,0.0000,516.6860,52,1882.4612,1882.4612
36,516.6860,516.6860,86.1143,0.0000,86.1143,51.6686,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,516686.0000,0.0000,0.0000,516.6860,52,1882.4612,1882.4612
37,491.6870,491.6870,81.9478,0.0000,81.9478,49.1687,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,491687.0000,0.0000,0.0000,491.6870,50,1882.4612,1882.4612
38,491.6870,491.6870,81.9478,0.0000,81.9478,49.1687,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,491687.0000,0.0000,0.0000,491.6870,50,1882.4612,1882.4612
39,491.6870,491.6870,81.9478,0.0000,81.9478,49.1687,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,491687.0000,0.0000,0.0000,491.6870,50,1882.4612,1882.4612
40,483.3540,483.3540,80.5590,0.0000,80.5590,48.3354,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,483354.0000,0.0000,0.0000,483.3540,50,1882.4612,1882.4612
41,483.3540,483.3540,80.5590,0.0000,80.5590,48.3354,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,483354.0000,0.0000,0.0000,483.3540,50,1882.4612,1882.4612
42,483.3540,483.3540,80.5590,0.0000,80.5590,48.3354,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,483354.0000,0.0000,0.0000,483.3540,50,1882.4612,1882.4612
43,475.0210,475.0210,79.1702,0.0000,79.1702,47.5021,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,475021.0000,0.0000,0.0000,475.0210,50,1882.4612,1882.4612
44,475.0210,475.0210,79.1702,0.0000,79.1702,47.5021,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,475021.0000,0.0000,0.0000,475.0210,50,1882.4612,1882.4612
45,475.0210,475.0210,79.1702,0.0000,79.1702,47.5021,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,475021.0000,0.0000,0.0000,475.0210,50,1882.4612,1882.4612
46,466.6880,466.6880,77.7813,0.0000,77.7813,46.6688,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,466688.0000,0.0000,0.0000,466.6880,50,1882.4612,1882.4612
47,466.6880,466.6880,77.7813,0.0000,77.7813,46.6688,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,466688.0000,0.0000,0.0000,466.6880,50,1882.4612,1882.4612
48,466.6880,466.6880,77.7813,0.0000,77.7813,46.6688,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,466688.0000,0.0000,0.0000,466.6880,50,1882.4612,1882.4612
49,458.3550,458.3550,76.3925,0.0000,76.3925,45.8355,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,458355.0000,0.0000,0.0000,458.3550,48,1882.4612,1882.4612
50,458.3550,458.3550,76.3925,0.0000,76.3925,45.8355,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,458355.0000,0.0000,0.0000,458.3550,48,1882.4612,1882.4612
51,458.3550,458.3550,76.3925,0.0000,76.3925,45.8355,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,458355.0000,0.0000,0.0000,458.3550,48,1882.4612,1882.4612
52,450.0220,450.0220,75.0037,0.0000,75.0037,45.0022,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,450022.0000,0.0000,0.0000,450.0220,48,1882.4612,1882.4612
53,450.0220,450.0220,75.0037,0.0000,75.0037,45.0022,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,450022.0000,0.0000,0.0000,450.0220,48,1882.4612,1882.4612
54,450.0220,450.0220,75.0037,0.0000,75.0037,45.0022,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,450022.0000,0.0000,0.0000,450.0220,48,1882.4612,1882.4612
55,441.6890,441.6890,73.6148,0.0000,73.6148,44.1689,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,441689.0000,0.0000,0.0000,441.6890,48,1882.4612,1882.4612
56,441.6890,441.6890,73.6148,0.0000,73.6148,44.1689,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,441689.0000,0.0000,0.0000,441.6890,48,1882.4612,1882.4612
57,441.6890,441.6890,73.6148,0.0000,73.6148,44.1689,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,441689.0000,0.0000,0.0000,441.6890,48,1882.4612,1882.4612
58,441.6890,441.6890,73.6148,0.0000,73.6148,44.1689,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,441689.0000,0.0000,0.0000,441.6890,48,1882.4612,1882.4612
59,441.6890,441.6890,73.6148,0.0000,73.6148,44.1689,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,441689.0000,0.0000,0.0000,441.6890,48,1882.4612,1882.4612
60,441.6890,441.6890,73.6148,0.0000,73.6148,44.1689,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,441689.0000,0.0000,0.0000,441.6890,48,1882.4612,1882.4612
61,441.6890,441.6890,73.6148,0.0000,73.6148,44.1689,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,441689.0000,0.0000,0.0000,441.6890,48,1882.4612,1882.4612
62,441.6890,441.6890,73.6148,0.0000,73.6148,44.1689,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,441689.0000,0.0000,0.0000,441.6890,48,1882.4612,1882.4612
63,441.6890,441.6890,73.6148,0.0000,73.6148,44.1689,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,441689.0000,0.0000,0.0000,441.6890,48,1882.4612,1882.4612
64,425.0230,425.0230,70.8372,0.0000,70.8372,42.5023,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,425023.0000,0.0000,0.0000,425.0230,48,1882.4612,1882.4612
65,425.0230,425.0230,70.8372,0.0000,70.8372,42.5023,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,425023.0000,0.0000,0.0000,425.0230,48,1882.4612,1882.4612
66,425.0230,425.0230,70.8372,0.0000,70.8372,42.5023,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,425023.0000,0.0000,0.0000,425.0230,48,1882.4612,1882.4612
67,425.0230,425.0230,70.8372,0.0000,70.8372,42.5023,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,425023.0000,0.0000,0.0000,425.0230,48,1882.4612,1882.4612
68,425.0230,425.0230,70.8372,0.0000,70.8372,42.5023,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,425023.0000,0.0000,0.0000,425.0230,48,1882.4612,1882.4612
69,425.0230,425.0230,70.8372,0.0000,70.8372,42.5023,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,425023.0000,0.0000,0.0000,425.0230,48,1882.4612,1882.4612
